datetime,open,high,low,close,volume
2025-03-03 14:30:00,171.88,172.12,171.46,171.525,981061
2025-03-03 14:31:00,171.525,172.94,171.525,172.86,369521
2025-03-03 14:32:00,172.86,173.2,172.64,173.0,270877
2025-03-03 14:33:00,173.0,173.21,172.83,172.92,205880
2025-03-03 14:34:00,172.92,173.37,172.88,173.03,246819
2025-03-03 14:35:00,173.03,173.065,172.17,172.305,209858
2025-03-03 14:36:00,172.305,172.39,172.045,172.2,126530
2025-03-03 14:37:00,172.2,172.33,171.815,171.9069,128255
2025-03-03 14:38:00,171.9069,171.92,171.43,171.59,199770
2025-03-03 14:39:00,171.56,171.725,171.2447,171.32,142806
2025-03-03 14:40:00,171.32,171.34,170.9,171.11,193175
2025-03-03 14:41:00,171.11,171.33,171.02,171.33,100965
2025-03-03 14:42:00,171.33,171.55,171.2701,171.335,96936
2025-03-03 14:43:00,171.335,171.61,171.19,171.5395,110678
2025-03-03 14:44:00,171.5395,171.8,171.5189,171.75,139383
2025-03-03 14:45:00,171.76,171.845,171.3,171.66,129343
2025-03-03 14:46:00,171.645,171.89,171.5801,171.675,99989
2025-03-03 14:47:00,171.675,171.72,171.49,171.527,65009
2025-03-03 14:48:00,171.527,171.64,171.27,171.27,79707
2025-03-03 14:49:00,171.27,171.42,170.75,170.88,169372
2025-03-03 14:50:00,170.88,170.915,170.58,170.65,123684
2025-03-03 14:51:00,170.65,171.12,170.58,171.09,94807
2025-03-03 14:52:00,171.09,171.18,170.85,171.12,118701
2025-03-03 14:53:00,171.12,171.23,170.7401,170.8423,63295
2025-03-03 14:54:00,170.855,170.865,170.5002,170.5299,86239
2025-03-03 14:55:00,170.53,170.59,170.15,170.155,156020
2025-03-03 14:56:00,170.155,170.21,169.9,169.92,174526
2025-03-03 14:57:00,169.91,169.95,169.675,169.75,93848
2025-03-03 14:58:00,169.75,170.1399,169.695,170.105,104544
2025-03-03 14:59:00,170.105,170.21,169.66,169.89,185307
2025-03-03 15:00:00,169.89,169.92,169.16,169.755,165686
2025-03-03 15:01:00,169.755,170.21,169.72,169.89,88583
2025-03-03 15:02:00,169.89,169.92,169.6,169.75,104102
2025-03-03 15:03:00,169.75,170.005,169.68,170.0,94022
2025-03-03 15:04:00,170.0,170.1,169.8,170.075,68709
2025-03-03 15:05:00,170.0742,170.08,169.83,169.92,45922
2025-03-03 15:06:00,169.92,170.07,169.87,169.97,75645
2025-03-03 15:07:00,169.97,170.24,169.89,169.97,106867
2025-03-03 15:08:00,169.97,169.9916,169.67,169.725,52415
2025-03-03 15:09:00,169.725,169.725,169.43,169.57,82295
2025-03-03 15:10:00,169.57,170.11,169.52,170.1,59588
2025-03-03 15:11:00,170.1,170.46,170.0238,170.265,80987
2025-03-03 15:12:00,170.265,170.39,170.145,170.24,39461
2025-03-03 15:13:00,170.24,170.31,170.06,170.27,34154
2025-03-03 15:14:00,170.27,170.32,170.01,170.075,44436
2025-03-03 15:15:00,170.075,170.14,169.95,170.02,36894
2025-03-03 15:16:00,170.02,170.135,169.99,170.1255,31380
2025-03-03 15:17:00,170.12,170.25,169.92,170.05,43388
2025-03-03 15:18:00,170.05,170.24,169.84,169.95,55598
2025-03-03 15:19:00,169.95,170.005,169.87,169.965,36558
2025-03-03 15:20:00,169.965,170.26,169.91,170.17,47130
2025-03-03 15:21:00,170.17,170.385,170.17,170.38,45404
2025-03-03 15:22:00,170.38,170.655,170.32,170.565,57318
2025-03-03 15:23:00,170.565,170.71,170.46,170.52,52981
2025-03-03 15:24:00,170.52,170.66,170.4,170.445,45518
