datetime,symbol,time,open,high,low,close,volume,amount,next_page_token
2025-03-04 05:50:00,00700,1741067400000,491.2,491.2,490.8,491.0,20200,9917800.0,
2025-03-04 05:51:00,00700,1741067460000,491.0,491.2,490.8,491.0,29200,14335860.0,
2025-03-04 05:52:00,00700,1741067520000,491.0,491.0,490.2,490.8,70500,34590060.0,
2025-03-04 05:53:00,00700,1741067580000,490.8,491.0,490.6,490.8,20700,10158620.0,
2025-03-04 05:54:00,00700,1741067640000,490.6,491.0,490.6,490.6,24006,11779943.6,
2025-03-04 05:55:00,00700,1741067700000,490.6,490.8,490.2,490.2,20300,9957360.0,
2025-03-04 05:56:00,00700,1741067760000,490.2,490.8,490.2,490.4,26200,12850780.0,
2025-03-04 05:57:00,00700,1741067820000,490.4,490.4,490.2,490.2,27800,13629740.0,
2025-03-04 05:58:00,00700,1741067880000,490.2,491.0,490.2,490.8,51604,25311780.8,
2025-03-04 05:59:00,00700,1741067940000,490.8,490.8,490.6,490.6,22640,11108864.0,
2025-03-04 06:00:00,00700,1741068000000,490.6,490.8,490.4,490.6,37000,18146660.0,
2025-03-04 06:01:00,00700,1741068060000,490.4,490.6,490.0,490.2,51710,25352802.0,
2025-03-04 06:02:00,00700,1741068120000,490.0,490.8,490.0,490.8,68068,33381558.4,
2025-03-04 06:03:00,00700,1741068180000,490.6,490.8,490.6,490.6,19100,9370480.0,
2025-03-04 06:04:00,00700,1741068240000,490.6,491.0,490.6,490.8,58000,28462820.0,
2025-03-04 06:05:00,00700,1741068300000,491.0,491.2,490.8,490.8,164387,80715725.8,
2025-03-04 06:06:00,00700,1741068360000,491.0,491.0,490.0,490.2,89813,44041674.60000001,
2025-03-04 06:07:00,00700,1741068420000,490.2,490.4,490.0,490.2,33700,16520300.0,
2025-03-04 06:08:00,00700,1741068480000,490.2,490.2,489.0,489.0,144000,70512900.0,
2025-03-04 06:09:00,00700,1741068540000,489.0,489.6,489.0,489.6,45112,22077815.2,
