datetime,symbol,time,open,high,low,close,volume,amount,next_page_token
2025-02-26 14:30:00,AMZN,1740580200000,215.07,215.41,214.4543,214.59,1185089,254662498.9484882,
2025-02-26 14:31:00,AMZN,1740580260000,214.59,215.27,214.5,214.94,279756,60118672.10589996,
2025-02-26 14:32:00,AMZN,1740580320000,214.955,215.2,214.54,215.0076,200929,43173977.78390003,
2025-02-26 14:33:00,AMZN,1740580380000,215.0076,215.56,214.7501,215.55,336839,72448273.59237984,
2025-02-26 14:34:00,AMZN,1740580440000,215.55,215.602,215.04,215.1,269596,58029098.289699905,
2025-02-26 14:35:00,AMZN,1740580500000,215.09,215.27,214.4043,214.695,377826,81175674.60459992,
2025-02-26 14:36:00,AMZN,1740580560000,214.695,215.03,214.43,214.64,163322,35072837.9849001,
2025-02-26 14:37:00,AMZN,1740580620000,214.64,215.26,214.64,215.18,140258,30168648.13877002,
2025-02-26 14:38:00,AMZN,1740580680000,215.18,215.25,215.1,215.2,160795,34604150.51010005,
2025-02-26 14:39:00,AMZN,1740580740000,215.2,215.37,215.12,215.27,283540,61031600.48360011,
2025-02-26 14:40:00,AMZN,1740580800000,215.27,215.49,215.1606,215.25,158538,34145874.88170002,
2025-02-26 14:41:00,AMZN,1740580860000,215.25,215.27,214.77,214.905,134787,28978588.5102,
2025-02-26 14:42:00,AMZN,1740580920000,214.905,214.96,214.2,214.41,166230,35659442.27379989,
2025-02-26 14:43:00,AMZN,1740580980000,214.41,214.7,214.3133,214.67,78899,16919891.337199997,
2025-02-26 14:44:00,AMZN,1740581040000,214.67,214.8,214.57,214.7456,78165,16779665.29230001,
2025-02-26 14:45:00,AMZN,1740581100000,214.74,214.8595,214.4,214.72,66307,14233480.523299966,
2025-02-26 14:46:00,AMZN,1740581160000,214.72,214.83,214.57,214.82,72108,15482045.394999975,
2025-02-26 14:47:00,AMZN,1740581220000,214.82,215.18,214.76,215.13,103616,22281572.422850035,
2025-02-26 14:48:00,AMZN,1740581280000,215.13,215.33,215.0526,215.24,111197,23932567.273370072,
2025-02-26 14:49:00,AMZN,1740581340000,215.24,215.43,215.21,215.4,92649,19948898.659700017,
2025-02-26 14:50:00,AMZN,1740581400000,215.4,215.4152,215.0302,215.145,192117,41348197.54199998,
2025-02-26 14:51:00,AMZN,1740581460000,215.145,215.21,215.01,215.21,119146,25629805.143000036,
2025-02-26 14:52:00,AMZN,1740581520000,215.21,215.28,215.0402,215.205,115875,24932620.229899984,
2025-02-26 14:53:00,AMZN,1740581580000,215.205,215.59,215.2,215.46,138670,29873190.42159997,
2025-02-26 14:54:00,AMZN,1740581640000,215.46,215.68,215.4,215.655,148778,32062923.06317999,
2025-02-26 14:55:00,AMZN,1740581700000,215.65,215.73,215.42,215.44,174381,37597008.19950004,
2025-02-26 14:56:00,AMZN,1740581760000,215.44,215.7,215.28,215.7,135928,29294227.95509995,
2025-02-26 14:57:00,AMZN,1740581820000,215.7,215.74,215.5401,215.735,125755,27121494.801800072,
2025-02-26 14:58:00,AMZN,1740581880000,215.735,216.54,215.63,216.525,289842,62622415.37924974,
2025-02-26 14:59:00,AMZN,1740581940000,216.525,216.88,216.38,216.87,344777,74679750.2459602,
2025-02-26 15:00:00,AMZN,1740582000000,216.87,216.9852,215.87,216.15,289240,62609266.60819987,
2025-02-26 15:01:00,AMZN,1740582060000,216.15,216.57,216.09,216.29,107115,23172929.600719962,
2025-02-26 15:02:00,AMZN,1740582120000,216.29,216.58,216.24,216.47,115289,24949566.78526002,
2025-02-26 15:03:00,AMZN,1740582180000,216.47,216.64,216.36,216.53,73624,15941704.445799818,
2025-02-26 15:04:00,AMZN,1740582240000,216.535,216.78,216.43,216.5,152306,32991688.959299937,
2025-02-26 15:05:00,AMZN,1740582300000,216.5,216.71,216.33,216.51,123672,26775220.380600043,
2025-02-26 15:06:00,AMZN,1740582360000,216.51,216.51,216.095,216.095,111513,24114509.43069996,
2025-02-26 15:07:00,AMZN,1740582420000,216.095,216.36,215.94,216.35,139676,30190760.855699997,
2025-02-26 15:08:00,AMZN,1740582480000,216.36,216.54,216.11,216.16,142299,30786618.461399965,
2025-02-26 15:09:00,AMZN,1740582540000,216.17,216.48,216.0,216.395,99917,21608270.447200004,
2025-02-26 15:10:00,AMZN,1740582600000,216.395,216.48,216.2352,216.355,89451,19353538.342700005,
2025-02-26 15:11:00,AMZN,1740582660000,216.34,216.38,215.99,216.31,112181,24253902.595000017,
2025-02-26 15:12:00,AMZN,1740582720000,216.31,216.94,216.31,216.9208,191623,41525204.494700015,
2025-02-26 15:13:00,AMZN,1740582780000,216.9208,216.925,216.53,216.67,140285,30403962.198599998,
2025-02-26 15:14:00,AMZN,1740582840000,216.67,216.98,216.67,216.78,118939,25792037.00720004,
2025-02-26 15:15:00,AMZN,1740582900000,216.78,216.9399,216.64,216.8871,96429,20907396.331960015,
2025-02-26 15:16:00,AMZN,1740582960000,216.8871,217.1761,216.83,217.1672,210365,45650925.89100003,
2025-02-26 15:17:00,AMZN,1740583020000,217.1672,217.35,217.0,217.34,151906,32994845.30180996,
2025-02-26 15:18:00,AMZN,1740583080000,217.34,217.56,217.23,217.56,146946,31948252.903300017,
2025-02-26 15:19:00,AMZN,1740583140000,217.56,217.74,217.435,217.635,234818,51104322.07636017,
2025-02-26 15:20:00,AMZN,1740583200000,217.635,217.75,217.4,217.61,170550,37108027.494599916,
2025-02-26 15:21:00,AMZN,1740583260000,217.61,217.6499,217.3127,217.55,115638,25151314.00582007,
2025-02-26 15:22:00,AMZN,1740583320000,217.55,217.79,217.48,217.63,109649,23865964.94040002,
2025-02-26 15:23:00,AMZN,1740583380000,217.65,217.97,217.63,217.71,312934,68172883.88929993,
2025-02-26 15:24:00,AMZN,1740583440000,217.71,217.935,217.34,217.8701,315661,68719847.60560009,
2025-02-26 15:25:00,AMZN,1740583500000,217.8701,218.16,217.68,217.83,332350,72435513.97569983,
2025-02-26 15:26:00,AMZN,1740583560000,217.83,218.095,217.745,217.99,130183,28372039.753700037,
2025-02-26 15:27:00,AMZN,1740583620000,217.99,218.01,217.675,217.675,138532,30173575.605159946,
2025-02-26 15:28:00,AMZN,1740583680000,217.68,217.6985,217.09,217.1027,163527,35556358.03460013,
2025-02-26 15:29:00,AMZN,1740583740000,217.1027,217.2,216.74,216.91,207222,44964823.919299886,
2025-02-26 15:30:00,AMZN,1740583800000,216.91,217.3244,216.91,217.25,149370,32435218.80169992,
2025-02-26 15:31:00,AMZN,1740583860000,217.25,217.32,216.82,216.9,147415,32013467.529000033,
2025-02-26 15:32:00,AMZN,1740583920000,216.9015,217.2299,216.9,217.19,110862,24065466.202600025,
2025-02-26 15:33:00,AMZN,1740583980000,217.19,217.22,217.0,217.1,80517,17479371.752299987,
2025-02-26 15:34:00,AMZN,1740584040000,217.1,217.29,217.01,217.22,81644,17729546.863300003,
2025-02-26 15:35:00,AMZN,1740584100000,217.22,217.29,217.0201,217.24,124042,26937653.896900024,
2025-02-26 15:36:00,AMZN,1740584160000,217.24,217.55,217.19,217.44,106621,23180457.194299996,
2025-02-26 15:37:00,AMZN,1740584220000,217.44,217.82,217.41,217.675,106563,23190484.01500002,
2025-02-26 15:38:00,AMZN,1740584280000,217.675,217.75,217.52,217.59,81539,17746283.580199987,
2025-02-26 15:39:00,AMZN,1740584340000,217.59,217.59,217.26,217.44,86604,18827808.52659997,
2025-02-26 15:40:00,AMZN,1740584400000,217.44,217.67,217.33,217.635,56060,12193968.200839985,
2025-02-26 15:41:00,AMZN,1740584460000,217.635,217.635,217.3901,217.5687,46623,10141355.869570019,
2025-02-26 15:42:00,AMZN,1740584520000,217.5687,217.74,217.53,217.66,63586,13839997.86867003,
2025-02-26 15:43:00,AMZN,1740584580000,217.66,217.7,217.44,217.6557,134804,29322395.027499955,
2025-02-26 15:44:00,AMZN,1740584640000,217.6557,217.7,217.2794,217.31,66876,14546228.220299993,
2025-02-26 15:45:00,AMZN,1740584700000,217.325,217.325,217.09,217.16,81682,17740616.52359998,
2025-02-26 15:46:00,AMZN,1740584760000,217.16,217.43,217.15,217.2,85846,18653139.29440001,
2025-02-26 15:47:00,AMZN,1740584820000,217.2,217.24,216.91,216.94,68294,14825132.95819999,
2025-02-26 15:48:00,AMZN,1740584880000,216.94,217.03,216.85,217.025,99145,21506837.56200001,
2025-02-26 15:49:00,AMZN,1740584940000,217.025,217.108,216.9501,217.03,58156,12621773.763699982,
2025-02-26 15:50:00,AMZN,1740585000000,217.02,217.0755,216.4183,216.52,136570,29584495.85839998,
2025-02-26 15:51:00,AMZN,1740585060000,216.52,216.83,216.5,216.7904,67240,14571304.89259998,
