datetime,open,high,low,close,volume
2025-02-26 14:30:00,595.878,596.12,595.15,595.15,886108
2025-02-26 14:31:00,595.16,595.71,595.11,595.68,185184
2025-02-26 14:32:00,595.68,595.71,595.1,595.22,138124
2025-02-26 14:33:00,595.22,595.29,595.1,595.25,240986
2025-02-26 14:34:00,595.27,595.42,595.16,595.245,153211
2025-02-26 14:35:00,595.25,595.49,595.1,595.46,153010
2025-02-26 14:36:00,595.46,595.7,595.3,595.53,95717
2025-02-26 14:37:00,595.53,596.1864,595.4601,596.1,170273
2025-02-26 14:38:00,596.1,596.43,596.1,596.26,207325
2025-02-26 14:39:00,596.28,596.5,596.12,596.4199,149642
2025-02-26 14:40:00,596.41,596.4497,596.08,596.13,144197
2025-02-26 14:41:00,596.13,596.3,596.03,596.135,67994
2025-02-26 14:42:00,596.135,596.16,595.28,595.485,166573
2025-02-26 14:43:00,595.49,595.83,595.27,595.75,105269
2025-02-26 14:44:00,595.75,595.9674,595.72,595.92,87084
2025-02-26 14:45:00,595.92,596.1188,595.66,596.105,194350
2025-02-26 14:46:00,596.105,596.12,595.76,595.985,76635
2025-02-26 14:47:00,595.985,596.44,595.98,596.44,65549
2025-02-26 14:48:00,596.44,596.805,596.44,596.71,183431
2025-02-26 14:49:00,596.71,597.2,596.67,597.19,164981
2025-02-26 14:50:00,597.19,597.32,597.05,597.13,142611
2025-02-26 14:51:00,597.13,597.38,597.07,597.36,53205
2025-02-26 14:52:00,597.36,597.76,597.31,597.71,201516
2025-02-26 14:53:00,597.71,597.73,597.26,597.29,109111
2025-02-26 14:54:00,597.3,597.8,597.3,597.77,123545
2025-02-26 14:55:00,597.77,597.77,597.425,597.43,79128
2025-02-26 14:56:00,597.46,597.52,597.08,597.3301,95961
2025-02-26 14:57:00,597.3301,597.3301,596.92,597.1301,98449
2025-02-26 14:58:00,597.1301,597.52,596.96,597.44,65628
2025-02-26 14:59:00,597.44,597.7399,597.44,597.71,90994
2025-02-26 15:00:00,597.71,597.91,597.39,597.52,191983
2025-02-26 15:01:00,597.52,597.88,597.46,597.4885,141294
2025-02-26 15:02:00,597.4885,597.72,597.4,597.66,67361
2025-02-26 15:03:00,597.66,598.0298,597.63,597.91,107254
2025-02-26 15:04:00,597.91,598.02,597.66,597.82,109126
2025-02-26 15:05:00,597.81,597.895,597.66,597.7901,126813
2025-02-26 15:06:00,597.7901,597.81,597.34,597.375,112978
2025-02-26 15:07:00,597.375,597.69,597.2411,597.65,97286
2025-02-26 15:08:00,597.65,598.01,597.52,597.62,82577
2025-02-26 15:09:00,597.62,598.08,597.5799,598.02,70278
2025-02-26 15:10:00,598.03,598.19,597.89,597.96,88110
2025-02-26 15:11:00,597.96,598.05,597.85,598.01,65508
2025-02-26 15:12:00,598.01,598.65,598.01,598.52,131047
2025-02-26 15:13:00,598.52,598.59,598.27,598.57,101571
2025-02-26 15:14:00,598.57,598.729,598.55,598.62,55072
2025-02-26 15:15:00,598.62,598.62,598.25,598.53,111332
2025-02-26 15:16:00,598.53,598.83,598.42,598.79,93832
2025-02-26 15:17:00,598.79,598.87,598.6795,598.78,93019
2025-02-26 15:18:00,598.78,599.07,598.74,598.98,99623
2025-02-26 15:19:00,598.97,599.21,598.95,599.1301,94282
2025-02-26 15:20:00,599.1301,599.18,598.9313,598.97,99708
2025-02-26 15:21:00,598.96,599.02,598.76,599.0,139590
2025-02-26 15:22:00,599.0,599.28,599.0,599.19,117296
2025-02-26 15:23:00,599.19,599.2,598.83,598.93,70393
2025-02-26 15:24:00,598.9,598.92,598.4,598.65,149702
2025-02-26 15:25:00,598.65,598.85,598.33,598.48,96888
2025-02-26 15:26:00,598.48,598.8096,598.455,598.73,77152
2025-02-26 15:27:00,598.73,598.83,598.5,598.5,60406
2025-02-26 15:28:00,598.5,598.5,598.05,598.1401,105632
2025-02-26 15:29:00,598.16,598.275,597.68,597.94,128536
2025-02-26 15:30:00,597.94,598.47,597.94,598.45,114263
2025-02-26 15:31:00,598.455,598.665,598.43,598.44,84187
2025-02-26 15:32:00,598.44,598.72,598.42,598.62,93745
2025-02-26 15:33:00,598.62,598.67,598.46,598.565,60974
2025-02-26 15:34:00,598.565,598.61,598.1501,598.31,68017
2025-02-26 15:35:00,598.31,598.5,597.97,598.19,100727
2025-02-26 15:36:00,598.19,598.75,598.129,598.56,100737
2025-02-26 15:37:00,598.56,598.92,598.47,598.82,66728
2025-02-26 15:38:00,598.82,598.94,598.64,598.64,52892
2025-02-26 15:39:00,598.64,598.64,598.15,598.265,60487
2025-02-26 15:40:00,598.265,598.8,598.17,598.7821,47397
2025-02-26 15:41:00,598.7821,598.8,598.32,598.57,65858
2025-02-26 15:42:00,598.57,598.62,598.395,598.59,28396
2025-02-26 15:43:00,598.59,598.91,598.56,598.91,49634
2025-02-26 15:44:00,598.91,599.04,598.71,598.71,37997
2025-02-26 15:45:00,598.71,598.81,598.52,598.62,39795
2025-02-26 15:46:00,598.62,598.8199,598.61,598.7075,34913
2025-02-26 15:47:00,598.7075,598.77,598.59,598.67,38364
2025-02-26 15:48:00,598.67,598.8499,598.65,598.849,63188
2025-02-26 15:49:00,598.849,598.95,598.71,598.8,60450
2025-02-26 15:50:00,598.8,598.83,598.3,598.555,91163
2025-02-26 15:51:00,598.56,598.85,598.53,598.78,49145
2025-02-26 15:52:00,598.77,598.86,598.585,598.86,45863
2025-02-26 15:53:00,598.86,599.21,598.86,599.05,57825
2025-02-26 15:54:00,599.05,599.12,598.62,598.81,42996
2025-02-26 15:55:00,598.81,598.95,598.55,598.93,43386
2025-02-26 15:56:00,598.93,598.98,598.77,598.845,26992
2025-02-26 15:57:00,598.845,598.93,598.75,598.7892,24723
2025-02-26 15:58:00,598.7892,598.86,598.63,598.78,28751
2025-02-26 15:59:00,598.78,598.9162,598.74,598.85,41827
2025-02-26 16:00:00,598.85,599.19,598.85,599.11,61665
2025-02-26 16:01:00,599.11,599.4,599.0,599.38,110310
2025-02-26 16:02:00,599.38,599.4399,598.96,599.09,82343
2025-02-26 16:03:00,599.09,599.135,598.87,599.095,39892
2025-02-26 16:04:00,599.095,599.19,598.99,598.99,34667
2025-02-26 16:05:00,598.99,599.36,598.93,599.34,95671
2025-02-26 16:06:00,599.34,599.46,599.32,599.4,134399
2025-02-26 16:07:00,599.4,599.41,599.12,599.34,58585
2025-02-26 16:08:00,599.34,599.43,599.31,599.43,32612
2025-02-26 16:09:00,599.42,599.52,599.33,599.39,74017
2025-02-26 16:10:00,599.39,599.53,599.39,599.47,59419
2025-02-26 16:11:00,599.47,599.55,599.36,599.37,116491
2025-02-26 16:12:00,599.37,599.45,599.23,599.32,47365
2025-02-26 16:13:00,599.32,599.55,599.31,599.5099,72928
2025-02-26 16:14:00,599.5099,599.58,599.44,599.45,48463
2025-02-26 16:15:00,599.45,599.52,599.34,599.385,75405
2025-02-26 16:16:00,599.385,599.52,599.24,599.24,31892
2025-02-26 16:17:00,599.2446,599.4497,599.18,599.39,57679
2025-02-26 16:18:00,599.39,599.52,599.16,599.23,112933
2025-02-26 16:19:00,599.23,599.37,599.2,599.37,26860
2025-02-26 16:20:00,599.37,599.48,599.17,599.38,41946
2025-02-26 16:21:00,599.38,599.43,599.29,599.32,31208
2025-02-26 16:22:00,599.32,599.46,599.09,599.21,60141
2025-02-26 16:23:00,599.2,599.2,598.8,599.04,111419
2025-02-26 16:24:00,599.04,599.16,598.9,599.15,64124
2025-02-26 16:25:00,599.15,599.19,598.93,598.98,44596
2025-02-26 16:26:00,598.98,599.11,598.77,598.955,71630
2025-02-26 16:27:00,598.955,599.13,598.79,598.79,41156
2025-02-26 16:28:00,598.76,598.99,598.7,598.93,43266
2025-02-26 16:29:00,598.93,598.98,598.65,598.65,46816
2025-02-26 16:30:00,598.65,598.73,598.4805,598.5,72873
2025-02-26 16:31:00,598.5,598.5,598.2,598.37,170553
2025-02-26 16:32:00,598.37,598.41,598.18,598.19,53193
2025-02-26 16:33:00,598.19,598.4382,598.09,598.4,75976
2025-02-26 16:34:00,598.4,598.66,598.4,598.54,123756
2025-02-26 16:35:00,598.54,598.92,598.54,598.698,89825
2025-02-26 16:36:00,598.72,598.85,598.68,598.83,63362
2025-02-26 16:37:00,598.83,599.1981,598.83,599.17,53170
2025-02-26 16:38:00,599.17,599.34,599.1001,599.34,41355
2025-02-26 16:39:00,599.34,599.4,599.24,599.2601,30755
2025-02-26 16:40:00,599.2601,599.43,599.14,599.1699,47843
2025-02-26 16:41:00,599.1699,599.23,598.81,598.88,67945
2025-02-26 16:42:00,598.88,598.88,598.25,598.35,52478
2025-02-26 16:43:00,598.35,598.54,598.26,598.51,43130
2025-02-26 16:44:00,598.51,598.8636,598.5,598.8636,36959
2025-02-26 16:45:00,598.8636,598.96,598.77,598.885,32943
2025-02-26 16:46:00,598.885,598.97,598.8399,598.89,27023
2025-02-26 16:47:00,598.89,598.89,598.67,598.78,31097
2025-02-26 16:48:00,598.78,598.89,598.66,598.77,36863
2025-02-26 16:49:00,598.775,598.85,598.67,598.85,34595
2025-02-26 16:50:00,598.85,598.9499,598.73,598.85,30763
2025-02-26 16:51:00,598.85,599.18,598.85,599.15,40574
2025-02-26 16:52:00,599.15,599.25,599.1201,599.14,29377
2025-02-26 16:53:00,599.14,599.18,598.92,599.1499,46322
2025-02-26 16:54:00,599.1499,599.3,599.08,599.1299,48752
2025-02-26 16:55:00,599.1299,599.1299,598.84,598.9475,42595
2025-02-26 16:56:00,598.9475,598.95,598.56,598.59,30207
2025-02-26 16:57:00,598.59,598.59,598.33,598.45,58246
2025-02-26 16:58:00,598.45,598.45,598.1,598.16,181919
2025-02-26 16:59:00,598.16,598.22,597.82,598.01,58557
2025-02-26 17:00:00,598.01,598.0709,597.68,598.0,77931
2025-02-26 17:01:00,598.0,598.18,597.991,598.12,81997
2025-02-26 17:02:00,598.12,598.42,598.12,598.39,67353
2025-02-26 17:03:00,598.39,598.457,598.24,598.38,33364
2025-02-26 17:04:00,598.38,598.56,598.315,598.49,83962
2025-02-26 17:05:00,598.49,598.54,598.41,598.525,19984
2025-02-26 17:06:00,598.525,598.85,598.525,598.85,76503
2025-02-26 17:07:00,598.85,598.87,598.7703,598.8336,25753
2025-02-26 17:08:00,598.8336,599.0,598.8336,598.93,42331
2025-02-26 17:09:00,598.93,598.93,598.43,598.47,42855
2025-02-26 17:10:00,598.47,598.75,598.47,598.57,26262
2025-02-26 17:11:00,598.57,598.62,598.46,598.62,25921
2025-02-26 17:12:00,598.62,599.0,598.62,598.99,27994
2025-02-26 17:13:00,598.99,599.02,598.94,598.96,24531
2025-02-26 17:14:00,598.96,599.1,598.96,599.055,36493
2025-02-26 17:15:00,599.055,599.076,598.84,599.046,23873
2025-02-26 17:16:00,599.046,599.255,599.046,599.255,31323
2025-02-26 17:17:00,599.255,599.3791,599.255,599.28,22130
2025-02-26 17:18:00,599.28,599.28,598.19,598.37,220644
2025-02-26 17:19:00,598.37,598.69,598.09,598.62,167211
2025-02-26 17:20:00,598.62,598.76,598.52,598.67,72352
2025-02-26 17:21:00,598.67,598.71,598.22,598.265,52040
2025-02-26 17:22:00,598.265,598.406,598.03,598.155,95233
2025-02-26 17:23:00,598.155,598.37,598.11,598.34,55217
2025-02-26 17:24:00,598.34,598.44,598.22,598.4,26905
2025-02-26 17:25:00,598.4,598.4496,598.07,598.12,30113
2025-02-26 17:26:00,598.12,598.39,598.09,598.32,27976
2025-02-26 17:27:00,598.32,598.4,598.18,598.23,23366
2025-02-26 17:28:00,598.23,598.45,598.05,598.44,75678
2025-02-26 17:29:00,598.44,598.775,598.28,598.6,68841
2025-02-26 17:30:00,598.6,599.01,598.56,598.6743,64389
2025-02-26 17:31:00,598.6743,598.72,598.375,598.39,34586
2025-02-26 17:32:00,598.39,598.41,597.79,598.06,233205
2025-02-26 17:33:00,598.06,598.47,597.91,598.03,100125
2025-02-26 17:34:00,598.03,598.12,597.83,597.91,59303
2025-02-26 17:35:00,597.91,597.91,597.14,597.41,201127
2025-02-26 17:36:00,597.4,597.73,597.26,597.7099,108045
2025-02-26 17:37:00,597.7099,597.7099,597.44,597.595,68891
2025-02-26 17:38:00,597.595,597.9,597.51,597.6637,82997
2025-02-26 17:39:00,597.6637,597.71,597.22,597.2501,100096
2025-02-26 17:40:00,597.2501,597.28,596.78,597.04,123552
2025-02-26 17:41:00,597.04,597.22,596.96,597.185,98385
2025-02-26 17:42:00,597.185,597.23,596.86,597.1236,50291
2025-02-26 17:43:00,597.1236,597.3883,597.12,597.33,52227
2025-02-26 17:44:00,597.33,597.53,597.18,597.28,53520
2025-02-26 17:45:00,597.32,597.5,597.22,597.3,45631
2025-02-26 17:46:00,597.3,597.31,597.09,597.12,33145
2025-02-26 17:47:00,597.12,597.12,596.75,596.97,80411
2025-02-26 17:48:00,596.97,597.1499,596.94,597.09,37583
2025-02-26 17:49:00,597.09,597.13,596.92,596.94,29692
2025-02-26 17:50:00,596.94,596.99,596.64,596.89,64758
2025-02-26 17:51:00,596.89,596.89,596.49,596.52,92643
2025-02-26 17:52:00,596.52,596.52,595.82,595.94,145906
2025-02-26 17:53:00,595.94,596.48,595.92,596.48,90998
2025-02-26 17:54:00,596.48,596.4898,596.25,596.27,42949
2025-02-26 17:55:00,596.27,596.38,596.12,596.1201,68348
2025-02-26 17:56:00,596.1201,596.19,595.76,595.779,41789
2025-02-26 17:57:00,595.779,595.82,595.32,595.37,132295
2025-02-26 17:58:00,595.37,595.4,595.19,595.27,75182
2025-02-26 17:59:00,595.27,595.68,595.1,595.605,112054
2025-02-26 18:00:00,595.605,595.86,595.45,595.6099,91432
2025-02-26 18:01:00,595.6099,595.6099,595.17,595.25,69574
2025-02-26 18:02:00,595.25,595.4296,594.86,595.3,184939
2025-02-26 18:03:00,595.3,595.55,595.24,595.36,67492
2025-02-26 18:04:00,595.36,595.41,595.2104,595.41,37904
2025-02-26 18:05:00,595.41,595.52,595.18,595.355,81225
2025-02-26 18:06:00,595.355,595.375,595.02,595.16,89357
2025-02-26 18:07:00,595.16,595.18,594.85,595.1,94716
2025-02-26 18:08:00,595.1,595.27,594.8801,595.17,65004
2025-02-26 18:09:00,595.17,595.512,595.11,595.49,76936
2025-02-26 18:10:00,595.49,595.7999,595.43,595.66,110210
2025-02-26 18:11:00,595.66,595.66,595.26,595.32,95513
2025-02-26 18:12:00,595.32,595.32,594.95,595.06,72659
2025-02-26 18:13:00,595.06,595.23,595.06,595.22,54133
2025-02-26 18:14:00,595.22,595.52,595.18,595.455,66556
2025-02-26 18:15:00,595.455,595.455,594.83,594.86,233857
2025-02-26 18:16:00,594.86,595.2,594.61,594.7763,98603
2025-02-26 18:17:00,594.7763,594.85,594.55,594.835,80200
2025-02-26 18:18:00,594.835,594.94,594.74,594.84,52641
2025-02-26 18:19:00,594.84,595.1899,594.84,595.1,79714
2025-02-26 18:20:00,595.1,595.24,594.96,594.98,33209
2025-02-26 18:21:00,594.98,595.49,594.96,595.47,63286
2025-02-26 18:22:00,595.47,595.5199,595.29,595.515,60688
2025-02-26 18:23:00,595.515,595.63,595.41,595.455,69525
2025-02-26 18:24:00,595.455,595.455,595.23,595.31,51454
2025-02-26 18:25:00,595.31,595.33,595.02,595.03,62824
2025-02-26 18:26:00,595.03,595.03,594.71,594.7275,106910
2025-02-26 18:27:00,594.715,594.91,594.715,594.9,73851
2025-02-26 18:28:00,594.9,594.95,594.27,594.34,129903
2025-02-26 18:29:00,594.33,594.33,593.85,593.925,136168
2025-02-26 18:30:00,593.925,594.389,593.77,594.31,72719
2025-02-26 18:31:00,594.31,594.41,593.93,594.0,117472
2025-02-26 18:32:00,594.0,594.27,593.945,594.27,47579
2025-02-26 18:33:00,594.27,594.59,594.21,594.42,96842
2025-02-26 18:34:00,594.42,594.57,594.31,594.37,31737
2025-02-26 18:35:00,594.37,594.41,594.18,594.27,36527
2025-02-26 18:36:00,594.27,594.27,594.07,594.205,56569
2025-02-26 18:37:00,594.205,594.205,593.94,594.07,39857
2025-02-26 18:38:00,594.07,594.3,593.99,594.3,40450
2025-02-26 18:39:00,594.3,594.33,593.74,593.79,88542
2025-02-26 18:40:00,593.78,594.0,593.7,593.965,89812
2025-02-26 18:41:00,593.965,593.9701,593.62,593.8497,99389
2025-02-26 18:42:00,593.8497,593.88,593.17,593.3,160158
2025-02-26 18:43:00,593.3,593.4683,593.2391,593.42,75030
2025-02-26 18:44:00,593.42,593.655,593.4,593.64,101839
2025-02-26 18:45:00,593.64,593.89,593.545,593.82,77664
2025-02-26 18:46:00,593.82,593.87,593.22,593.24,102874
2025-02-26 18:47:00,593.24,593.5,593.06,593.37,75338
2025-02-26 18:48:00,593.37,593.53,593.12,593.12,48709
2025-02-26 18:49:00,593.12,593.22,593.05,593.19,63460
2025-02-26 18:50:00,593.19,593.3679,593.09,593.22,46341
2025-02-26 18:51:00,593.22,593.4199,593.21,593.28,46066
2025-02-26 18:52:00,593.28,593.28,592.72,593.03,447143
2025-02-26 18:53:00,593.01,593.15,592.935,593.02,139619
2025-02-26 18:54:00,593.02,593.11,592.88,593.05,65532
2025-02-26 18:55:00,593.05,593.22,592.56,592.57,80222
2025-02-26 18:56:00,592.56,592.82,592.14,592.14,218759
2025-02-26 18:57:00,592.14,592.62,592.12,592.5452,139945
2025-02-26 18:58:00,592.5452,592.6699,592.44,592.62,92502
2025-02-26 18:59:00,592.62,592.84,592.53,592.58,96876
2025-02-26 19:00:00,592.55,592.55,592.17,592.46,202715
2025-02-26 19:01:00,592.46,592.79,592.34,592.66,158583
2025-02-26 19:02:00,592.66,593.12,592.62,592.9999,152784
2025-02-26 19:03:00,592.9999,593.3,592.99,593.08,119963
2025-02-26 19:04:00,593.08,593.12,592.38,592.54,255980
2025-02-26 19:05:00,592.54,592.65,592.25,592.38,90131
2025-02-26 19:06:00,592.35,592.47,592.21,592.43,55217
2025-02-26 19:07:00,592.43,592.43,591.87,591.96,148420
2025-02-26 19:08:00,591.96,592.216,591.8556,592.153,73862
2025-02-26 19:09:00,592.153,592.29,591.945,592.155,84188
2025-02-26 19:10:00,592.155,592.3099,592.09,592.21,100447
2025-02-26 19:11:00,592.21,592.5199,592.16,592.37,97054
2025-02-26 19:12:00,592.37,592.69,592.35,592.66,133515
2025-02-26 19:13:00,592.66,592.72,592.28,592.3,51213
2025-02-26 19:14:00,592.3,592.58,592.1799,592.5064,70893
2025-02-26 19:15:00,592.5064,592.56,592.25,592.47,82119
2025-02-26 19:16:00,592.47,592.62,591.97,592.54,96524
2025-02-26 19:17:00,592.54,592.91,592.49,592.7599,138822
2025-02-26 19:18:00,592.7599,593.01,592.735,592.91,160675
2025-02-26 19:19:00,592.91,593.11,592.77,593.052,83865
2025-02-26 19:20:00,593.05,593.37,592.9199,593.34,101194
2025-02-26 19:21:00,593.34,593.43,593.25,593.335,93435
2025-02-26 19:22:00,593.335,593.865,593.3,593.7901,96674
2025-02-26 19:23:00,593.7901,593.88,593.57,593.7,75584
2025-02-26 19:24:00,593.7,593.72,593.36,593.43,59860
2025-02-26 19:25:00,593.43,593.6,593.28,593.59,57745
2025-02-26 19:26:00,593.59,593.74,593.54,593.615,68377
2025-02-26 19:27:00,593.615,593.8897,593.6101,593.83,65023
2025-02-26 19:28:00,593.83,593.885,593.57,593.57,39708
2025-02-26 19:29:00,593.55,593.61,593.3752,593.389,90859
2025-02-26 19:30:00,593.389,593.53,593.24,593.38,128899
2025-02-26 19:31:00,593.38,593.65,593.32,593.63,39262
2025-02-26 19:32:00,593.63,593.85,593.56,593.77,40888
2025-02-26 19:33:00,593.77,593.9,593.58,593.685,150356
2025-02-26 19:34:00,593.68,593.96,593.675,593.9,89912
2025-02-26 19:35:00,593.9,594.09,593.85,593.94,65319
2025-02-26 19:36:00,593.94,594.07,593.85,594.04,81013
2025-02-26 19:37:00,594.04,594.0468,593.69,593.72,98084
2025-02-26 19:38:00,593.72,594.145,593.72,594.04,42316
2025-02-26 19:39:00,594.04,594.2088,593.87,594.08,50671
2025-02-26 19:40:00,594.08,594.095,593.955,594.03,183293
2025-02-26 19:41:00,594.03,594.3,593.95,594.29,58853
