datetime,symbol,time,open,high,low,close,volume,amount,next_page_token
2025-03-26 13:30:00,TSLA,1742995800000,282.71,283.63,281.32,282.3615,1558851,440362707.62956125,
2025-03-26 13:31:00,TSLA,1742995860000,282.3615,283.92,281.75,281.81,885617,250480190.64584085,
2025-03-26 13:32:00,TSLA,1742995920000,281.81,282.967,281.2,281.865,748471,211062370.43145934,
2025-03-26 13:33:00,TSLA,1742995980000,281.865,281.865,280.5,281.1667,817961,229914419.3368994,
2025-03-26 13:34:00,TSLA,1742996040000,281.1667,281.77,280.64,281.1915,673795,189446503.87105006,
2025-03-26 13:35:00,TSLA,1742996100000,281.16,282.0,280.42,280.8573,764873,215042738.72060055,
2025-03-26 13:36:00,TSLA,1742996160000,280.7849,281.96,280.77,281.3988,723926,203824975.49900007,
2025-03-26 13:37:00,TSLA,1742996220000,281.3988,282.5965,281.1,282.49,691247,194737052.05535966,
2025-03-26 13:38:00,TSLA,1742996280000,282.49,283.28,282.4,282.505,820822,232151765.8571998,
2025-03-26 13:39:00,TSLA,1742996340000,282.505,282.8,281.69,282.37,582990,164525547.44506988,
2025-03-26 13:40:00,TSLA,1742996400000,282.37,283.4099,282.3268,283.0,644425,182385482.62192854,
2025-03-26 13:41:00,TSLA,1742996460000,283.0,283.34,282.4,283.2099,492006,139160211.77170965,
2025-03-26 13:42:00,TSLA,1742996520000,283.2092,284.49,282.93,283.9313,918632,260812620.96442908,
2025-03-26 13:43:00,TSLA,1742996580000,283.9313,284.45,283.09,283.395,614639,174284228.1366104,
2025-03-26 13:44:00,TSLA,1742996640000,283.3631,283.82,282.86,283.4061,500495,141805397.67392018,
2025-03-26 13:45:00,TSLA,1742996700000,283.4061,284.9,283.4061,284.24,597772,169954257.3000204,
2025-03-26 13:46:00,TSLA,1742996760000,284.24,284.34,283.1,283.7548,426302,120962194.38757952,
2025-03-26 13:47:00,TSLA,1742996820000,283.7548,283.7548,282.5,283.28,557824,157892542.7341993,
2025-03-26 13:48:00,TSLA,1742996880000,283.28,283.735,282.59,282.82,446101,126262353.49300009,
2025-03-26 13:49:00,TSLA,1742996940000,282.82,283.1392,282.5,283.07,448739,126862271.47714049,
2025-03-26 13:50:00,TSLA,1742997000000,283.035,283.66,282.53,282.95,456699,129293660.46359976,
2025-03-26 13:51:00,TSLA,1742997060000,282.95,283.7399,282.58,282.72,491537,139181310.00150013,
2025-03-26 13:52:00,TSLA,1742997120000,282.72,283.29,282.31,282.59,507747,143527374.37919936,
2025-03-26 13:53:00,TSLA,1742997180000,282.59,282.78,281.34,281.53,666451,187898819.6183492,
2025-03-26 13:54:00,TSLA,1742997240000,281.52,282.65,281.449,282.64,414948,117030128.1578999,
2025-03-26 13:55:00,TSLA,1742997300000,282.64,282.6973,281.0347,281.06,417876,117743958.48412032,
2025-03-26 13:56:00,TSLA,1742997360000,281.06,281.29,278.4471,278.74,1574122,440248026.266878,
2025-03-26 13:57:00,TSLA,1742997420000,278.74,278.85,277.62,277.94,998959,277768281.1742315,
