datetime,symbol,time,open,high,low,close,volume,amount,next_page_token
2025-03-03 14:30:00,MSFT,1741012200000,398.64,398.82,396.18,396.525,618168,246124050.9501202,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:31:00,MSFT,1741012260000,396.525,397.41,396.31,396.85,93894,37282880.09130009,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:32:00,MSFT,1741012320000,396.85,397.67,396.7095,397.375,67521,26826822.61009992,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:33:00,MSFT,1741012380000,397.375,398.0,396.7255,396.7255,90662,36036403.32485002,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:34:00,MSFT,1741012440000,396.7255,397.43,396.42,396.76,80819,32079595.975399937,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:35:00,MSFT,1741012500000,396.82,397.19,396.13,396.13,83596,33155070.133080035,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:36:00,MSFT,1741012560000,396.13,396.41,396.0,396.34,69864,27679802.80410006,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:37:00,MSFT,1741012620000,396.34,396.515,395.63,396.285,64152,25412506.34059994,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:38:00,MSFT,1741012680000,396.285,396.3563,395.15,395.205,71254,28194659.803100023,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:39:00,MSFT,1741012740000,395.205,395.205,394.31,394.73,137266,54187503.2747002,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:40:00,MSFT,1741012800000,394.73,395.71,394.73,395.71,132306,52262327.79816979,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:41:00,MSFT,1741012860000,395.71,396.01,395.41,395.93,57249,22652893.178900015,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:42:00,MSFT,1741012920000,395.93,395.9575,395.46,395.4694,46194,18276838.786800094,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:43:00,MSFT,1741012980000,395.4694,395.61,394.82,395.06,70605,27898750.31648001,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:44:00,MSFT,1741013040000,395.06,395.69,395.06,395.6,42249,16704991.182950048,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:45:00,MSFT,1741013100000,395.6,395.77,394.73,394.8925,74175,29307332.152829923,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:46:00,MSFT,1741013160000,394.8925,395.84,394.8379,395.725,80137,31670737.970300123,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:47:00,MSFT,1741013220000,395.725,396.0999,395.34,395.85,71690,28364134.374500193,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:48:00,MSFT,1741013280000,395.85,396.06,395.265,395.38,68277,27023250.333000015,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:49:00,MSFT,1741013340000,395.38,395.69,394.61,394.84,81604,32244936.265600014,a2xpbmUyLjB8TVNGVHwxbWlufDE3NDA4OTA4MjI2MDl8MTc0MTI3MzE3MDAwMA==
