datetime,symbol,time,open,high,low,close,volume,amount,next_page_token
2025-03-03 14:30:00,AAPL,1741012200000,241.81,242.3299,241.21,241.705,912215,220591413.55230954,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:31:00,AAPL,1741012260000,241.705,241.99,241.02,241.685,266670,64398068.64550008,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:32:00,AAPL,1741012320000,241.685,242.79,241.58,242.745,235724,57091758.72579994,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:33:00,AAPL,1741012380000,242.745,243.59,242.72,243.25,191223,46513219.92400009,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:34:00,AAPL,1741012440000,243.25,243.48,242.96,243.23,164206,39938591.084180064,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:35:00,AAPL,1741012500000,243.23,243.75,243.23,243.61,191386,46608267.42949997,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:36:00,AAPL,1741012560000,243.61,243.86,243.17,243.7763,224246,54598689.357199915,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:37:00,AAPL,1741012620000,243.7763,244.0272,243.19,243.39,213100,51925197.12949004,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:38:00,AAPL,1741012680000,243.38,243.69,242.7151,243.09,212339,51626899.07489995,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:39:00,AAPL,1741012740000,243.065,243.23,242.72,242.88,135837,33002661.108600013,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:40:00,AAPL,1741012800000,242.855,243.3499,242.85,243.0,111550,27125287.757879958,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:41:00,AAPL,1741012860000,243.0,243.1088,242.64,243.085,141475,34353162.362100095,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:42:00,AAPL,1741012920000,243.085,243.085,242.47,242.515,152928,37114080.417899944,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:43:00,AAPL,1741012980000,242.515,243.0,242.39,243.0,177789,43133312.31726999,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:44:00,AAPL,1741013040000,243.0,243.18,242.78,243.105,101391,24641108.272999972,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:45:00,AAPL,1741013100000,243.105,243.23,242.54,242.705,113114,27472479.65229993,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:46:00,AAPL,1741013160000,242.705,242.85,242.43,242.625,105615,25627383.48439999,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:47:00,AAPL,1741013220000,242.625,242.92,242.16,242.847,116317,28215345.956899926,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:48:00,AAPL,1741013280000,242.83,242.83,242.25,242.26,110989,26919287.17020999,a2xpbmUyLjB8QUFQTHwxbWlufDE3NDA4OTA3MjIzNTB8MTc0MTI3MzE3MDAwMA==
