优化时间,标的,得分,胜率,总收益率,夏普比率,最大回撤,优化耗时,参数组合数,param_magic_period,param_magic_count,param_rsi_period,param_rsi_overbought,param_rsi_oversold,param_atr_period,param_atr_multiplier,param_trailing_pct,param_profit_target_pct,param_stop_loss_pct
2025-05-01 09:05:42,QQQ,0.5026898273257473,61.36363636363637,4.464719999999955,0.2069981379098727,6.993499277316509,328.362354,64,3,5,14,70,25,14,2.0,1.0,1.5,0.8
